Student_ID,Math,Science,English,Arts,Computer,Social_Studies,PE,Interest,Strength,Recommended_Career,Subjects_Needed
349,84,100,96,87,72,80,75,Coding,Science,Engineer,"Math, Computer, Science"
350,79,85,98,73,99,57,81,Writing,Computer,Blockchain Developer,"Computer, Math"
351,57,86,63,94,100,62,92,Painting,Computer,Game Developer,"Computer, Math"
352,66,50,76,51,100,60,77,Teaching,Computer,Software Developer,"Computer, Math"
353,51,73,90,93,73,88,92,Painting,Arts,Interior Designer,"Arts, Math"
354,72,80,89,68,99,52,83,Nature,Computer,Cybersecurity Analyst,"Computer, Math"
355,67,59,58,54,66,79,53,Event Management,Social,Historian,"History, Social Studies"
356,61,80,76,93,66,95,76,Finance,Social,Political Scientist,"History, Social Studies"
357,97,84,55,91,97,69,98,Nature,PE,Sports Physiotherapist,"PE, Biology"
358,78,58,70,83,56,52,74,Teaching,Arts,Fashion Designer,Arts
359,63,58,50,79,59,77,58,Coding,Arts,Animator,"Arts, Computer"
360,96,74,79,90,96,87,62,Leadership,Math,Game Developer,"Computer, Math"
361,74,67,84,80,89,62,69,Nature,Computer,Software Developer,"Computer, Math"
362,53,92,68,83,64,62,68,History,Science,Blockchain Developer,"Computer, Math"
363,89,86,54,97,51,87,56,History,Arts,Graphic Designer,"Arts, Computer"
364,72,92,96,53,95,97,96,Coding,Social,Political Scientist,"History, Social Studies"
365,60,68,92,55,52,60,50,Coding,English,Digital Marketer,"English, Business Studies"
366,55,56,80,57,90,80,79,History,Computer,Software Developer,"Computer, Math"
367,73,55,77,89,92,79,94,History,PE,Athlete,"PE, Biology"
368,76,62,97,100,88,96,72,Sports,Arts,Fashion Designer,Arts
369,82,72,78,58,63,92,73,Finance,Social,Sociologist,Social Studies
370,97,72,60,99,66,50,82,Healthcare,Arts,Fashion Designer,Arts
371,89,69,65,69,70,50,72,Sports,Math,Cybersecurity Analyst,"Computer, Math"
372,100,66,97,55,81,59,50,Healthcare,Math,Software Developer,"Computer, Math"
373,73,78,56,95,87,93,73,Finance,Arts,Graphic Designer,"Arts, Computer"
374,60,97,79,50,70,60,60,Leadership,Science,Cybersecurity Analyst,"Computer, Math"
375,69,85,74,73,86,50,87,Painting,PE,Athlete,"PE, Biology"
376,65,51,58,61,66,84,97,Nature,PE,Coach,"PE, Biology"
377,59,57,95,91,66,95,50,Finance,English,Content Creator,English
378,75,65,50,86,83,93,50,Painting,Social,Sociologist,Social Studies
379,88,63,60,64,91,67,50,Robotics,Computer,Engineer,"Math, Computer, Science"
380,81,64,87,52,94,97,68,Nature,Social,Historian,"History, Social Studies"
381,72,82,77,72,81,54,81,Sports,Science,Blockchain Developer,"Computer, Math"
382,55,81,79,76,54,68,93,History,PE,Fitness Entrepreneur,"PE, Business Studies"
383,61,83,55,87,65,92,68,Nature,Social,Political Scientist,"History, Social Studies"
384,67,65,92,97,55,94,61,History,Arts,Graphic Designer,"Arts, Computer"
385,71,80,77,82,77,62,65,Leadership,Arts,Animator,"Arts, Computer"
386,64,80,63,70,80,78,84,Robotics,PE,Sports Physiotherapist,"PE, Biology"
387,63,91,99,80,97,88,97,Robotics,English,Content Creator,English
388,60,83,52,83,91,97,99,Sports,PE,Fitness Entrepreneur,"PE, Business Studies"
389,57,82,76,95,96,68,54,Teaching,Computer,Blockchain Developer,"Computer, Math"
390,57,83,74,98,76,86,56,Leadership,Arts,Interior Designer,"Arts, Math"
391,78,99,99,81,50,81,55,Coding,Science,Doctor,"Biology, Science"
392,51,98,82,72,62,90,50,Nature,Science,Software Developer,"Computer, Math"
393,51,69,74,61,96,50,92,Nature,Computer,Cybersecurity Analyst,"Computer, Math"
394,90,97,63,60,79,87,90,Leadership,Science,Cybersecurity Analyst,"Computer, Math"
395,81,65,92,56,57,66,64,Event Management,English,Content Creator,English
396,84,57,93,58,91,74,63,Coding,English,Public Relations Manager,"English, Social Studies"
397,77,86,94,90,52,74,67,Nature,English,Journalist,"English, Social Studies"
398,92,78,63,80,85,66,80,Event Management,Math,Cybersecurity Analyst,"Computer, Math"
399,62,99,75,84,61,50,78,Painting,Science,Blockchain Developer,"Computer, Math"
400,83,90,59,77,94,53,82,Robotics,Computer,Astronomer,"Math, Science"
401,72,92,84,64,93,80,58,Teaching,Computer,Software Developer,"Computer, Math"
402,93,88,84,50,68,54,96,Leadership,PE,Sports Physiotherapist,"PE, Biology"
403,85,73,78,65,82,64,80,Nature,Math,Cybersecurity Analyst,"Computer, Math"
404,65,84,67,51,67,50,83,Coding,Science,Doctor,"Biology, Science"
405,65,63,98,76,97,78,89,Robotics,English,Content Creator,English
406,65,91,86,98,89,61,57,Writing,Arts,Animator,"Arts, Computer"
407,78,100,83,76,95,64,66,Robotics,Science,Engineer,"Math, Computer, Science"
408,65,77,65,57,61,67,100,Robotics,PE,Athlete,"PE, Biology"
409,51,67,62,97,89,77,52,Nature,Arts,Graphic Designer,"Arts, Computer"
410,74,88,82,89,81,50,64,Leadership,Arts,Graphic Designer,"Arts, Computer"
411,65,100,70,79,50,74,70,Healthcare,Science,Blockchain Developer,"Computer, Math"
412,84,58,77,54,84,50,98,Writing,PE,Sports Physiotherapist,"PE, Biology"
413,76,52,87,63,66,87,81,Robotics,English,Digital Marketer,"English, Business Studies"
414,87,60,96,65,55,94,71,Event Management,English,Journalist,"English, Social Studies"
415,75,80,94,51,83,100,97,Nature,Social,Political Scientist,"History, Social Studies"
416,50,89,78,81,67,54,56,Event Management,Science,Blockchain Developer,"Computer, Math"
417,88,50,98,90,54,96,56,Coding,English,Digital Marketer,"English, Business Studies"
418,53,86,65,78,70,70,78,Event Management,Science,Game Developer,"Computer, Math"
419,78,82,80,52,79,87,66,Event Management,Social,Political Scientist,"History, Social Studies"
420,51,55,70,91,75,54,86,Robotics,Arts,Fashion Designer,Arts
421,53,70,94,73,77,79,73,Sports,English,Content Creator,English
422,100,55,93,90,84,76,54,History,Math,Game Developer,"Computer, Math"
423,53,87,71,95,94,62,72,Writing,Arts,Fashion Designer,Arts
424,51,96,99,82,86,60,81,Finance,English,Digital Marketer,"English, Business Studies"
425,80,68,87,89,85,52,90,Coding,PE,Sports Physiotherapist,"PE, Biology"
426,85,62,64,63,74,50,98,Event Management,PE,Coach,"PE, Biology"
427,90,82,91,97,82,89,88,History,Arts,Interior Designer,"Arts, Math"
428,79,55,83,66,51,86,89,Event Management,PE,Fitness Entrepreneur,"PE, Business Studies"
429,97,65,66,59,96,67,84,Teaching,Math,Game Developer,"Computer, Math"
430,96,95,68,74,83,75,89,History,Math,Game Developer,"Computer, Math"
431,99,81,81,66,85,95,77,Coding,Math,Engineer,"Math, Computer, Science"
432,90,50,78,76,96,50,56,Leadership,Computer,Game Developer,"Computer, Math"
433,91,98,98,72,88,50,85,Writing,Science,Blockchain Developer,"Computer, Math"
434,90,64,76,75,96,84,63,Robotics,Computer,Engineer,"Math, Computer, Science"
435,52,58,90,83,85,83,72,Leadership,English,Journalist,"English, Social Studies"
436,93,98,78,51,67,51,68,Painting,Science,Software Developer,"Computer, Math"
437,76,74,76,65,54,66,62,Healthcare,Math,Cybersecurity Analyst,"Computer, Math"
438,77,80,83,77,76,59,65,Leadership,English,Journalist,"English, Social Studies"
439,71,87,84,57,100,100,54,Writing,Computer,Software Developer,"Computer, Math"
440,84,98,65,60,97,66,88,Painting,Science,Software Developer,"Computer, Math"
441,56,50,97,67,100,58,78,Sports,Computer,Software Developer,"Computer, Math"
442,61,81,78,80,98,89,87,Teaching,Computer,Cybersecurity Analyst,"Computer, Math"
443,95,82,100,64,73,82,50,Teaching,English,Public Relations Manager,"English, Social Studies"
444,73,93,68,94,79,76,70,Leadership,Arts,Fashion Designer,Arts
445,51,78,82,50,87,88,76,Sports,Social,Political Scientist,"History, Social Studies"
446,80,87,65,91,55,56,71,Writing,Arts,Graphic Designer,"Arts, Computer"
447,98,54,53,71,56,74,84,Coding,Math,Astronomer,"Math, Science"
448,81,57,60,93,81,81,94,Sports,PE,Athlete,"PE, Biology"
449,63,66,65,70,99,99,96,Nature,Computer,Software Developer,"Computer, Math"
450,74,55,93,63,66,89,83,Nature,English,Journalist,"English, Social Studies"
451,54,52,68,80,69,61,62,Healthcare,Arts,Fashion Designer,Arts
452,72,91,61,55,72,100,81,Coding,Social,Counselor,"Social Studies, Biology"
453,50,99,56,91,56,95,53,Healthcare,Science,Blockchain Developer,"Computer, Math"
454,80,57,72,81,65,71,55,Sports,Arts,Fashion Designer,Arts
455,99,79,93,71,67,68,81,Writing,Math,Cybersecurity Analyst,"Computer, Math"
456,87,82,51,60,81,86,58,Finance,Math,Cybersecurity Analyst,"Computer, Math"
457,89,98,68,97,95,53,55,Leadership,Science,Software Developer,"Computer, Math"
458,64,51,78,69,87,53,64,Painting,Computer,Game Developer,"Computer, Math"
459,98,54,64,52,81,95,98,Writing,Math,Game Developer,"Computer, Math"
460,84,83,77,61,81,75,95,Painting,PE,Coach,"PE, Biology"
461,100,74,82,66,96,52,91,Healthcare,Math,Software Developer,"Computer, Math"
462,55,68,84,85,64,69,67,Teaching,Arts,Interior Designer,"Arts, Math"
463,71,82,57,66,88,69,86,Robotics,Computer,Astronomer,"Math, Science"
464,63,97,73,53,98,99,98,Leadership,Social,Political Scientist,"History, Social Studies"
465,74,86,73,97,56,53,87,Coding,Arts,Interior Designer,"Arts, Math"
466,97,70,59,67,91,92,100,Robotics,PE,Coach,"PE, Biology"
467,61,74,85,78,55,83,63,Healthcare,English,Public Relations Manager,"English, Social Studies"
468,63,89,75,65,65,70,69,Event Management,Science,Game Developer,"Computer, Math"
469,88,98,73,96,93,93,96,Coding,Science,Doctor,"Biology, Science"
470,51,92,64,78,98,68,62,Nature,Computer,Blockchain Developer,"Computer, Math"
471,85,60,87,82,59,68,67,Coding,English,Digital Marketer,"English, Business Studies"
472,88,81,57,56,71,73,79,Writing,Math,Software Developer,"Computer, Math"
473,61,98,65,57,75,59,58,Painting,Science,Game Developer,"Computer, Math"
474,83,76,62,78,69,53,100,Sports,PE,Coach,"PE, Biology"
475,74,67,90,94,69,63,84,Painting,Arts,Interior Designer,"Arts, Math"
476,60,60,63,58,75,56,76,Teaching,PE,Coach,"PE, Biology"
477,69,84,53,89,96,57,63,History,Computer,Cybersecurity Analyst,"Computer, Math"
478,86,76,60,59,98,85,87,Writing,Computer,Blockchain Developer,"Computer, Math"
479,91,97,61,70,84,77,66,Writing,Science,Game Developer,"Computer, Math"
480,91,83,86,60,55,64,79,History,Math,Software Developer,"Computer, Math"
481,90,92,57,88,68,70,52,Sports,Science,Blockchain Developer,"Computer, Math"
482,63,68,93,94,96,64,78,Painting,Computer,Blockchain Developer,"Computer, Math"
483,76,64,94,79,55,84,87,Sports,English,Public Relations Manager,"English, Social Studies"
484,97,99,65,73,58,57,96,Healthcare,Science,Game Developer,"Computer, Math"
485,75,91,68,59,56,89,52,History,Science,Game Developer,"Computer, Math"
486,97,74,76,96,78,78,90,History,Math,Blockchain Developer,"Computer, Math"
487,59,69,84,79,95,88,94,History,Computer,Game Developer,"Computer, Math"
488,89,69,71,50,55,75,89,Event Management,Math,Cybersecurity Analyst,"Computer, Math"
489,55,72,70,90,53,72,81,History,Arts,Animator,"Arts, Computer"
490,90,96,51,56,69,52,94,Leadership,Science,Cybersecurity Analyst,"Computer, Math"
491,63,71,99,96,66,79,64,Event Management,English,Digital Marketer,"English, Business Studies"
492,55,64,60,53,94,81,50,Sports,Computer,Game Developer,"Computer, Math"
493,62,53,61,91,81,65,89,Painting,Arts,Interior Designer,"Arts, Math"
494,56,60,53,59,95,76,68,Finance,Computer,Game Developer,"Computer, Math"
495,86,65,81,74,91,89,50,Sports,Computer,Game Developer,"Computer, Math"
496,79,94,56,82,81,94,84,Nature,Science,Software Developer,"Computer, Math"
497,52,72,83,64,70,77,88,Sports,PE,Athlete,"PE, Biology"
498,86,70,93,97,83,68,64,Event Management,Arts,Fashion Designer,Arts
499,74,70,95,67,98,100,69,Finance,Social,Sociologist,Social Studies
500,77,55,60,53,82,51,79,Finance,Computer,Software Developer,"Computer, Math"
501,52,59,64,62,93,61,55,Robotics,Computer,Astronomer,"Math, Science"
502,88,74,99,87,91,96,72,Sports,English,Digital Marketer,"English, Business Studies"
503,66,51,94,66,52,97,93,Healthcare,Social,Historian,"History, Social Studies"
504,62,71,67,88,79,60,89,Finance,PE,Sports Physiotherapist,"PE, Biology"
505,92,71,97,81,90,77,85,Finance,English,Digital Marketer,"English, Business Studies"
506,52,71,72,72,60,86,52,Robotics,Social,Political Scientist,"History, Social Studies"
507,84,57,92,85,100,80,62,Event Management,Computer,Blockchain Developer,"Computer, Math"
508,73,79,98,58,51,66,95,Writing,English,Journalist,"English, Social Studies"
509,74,68,72,69,57,94,90,Event Management,Social,Counselor,"Social Studies, Biology"
510,88,66,84,78,57,80,64,Healthcare,Math,Game Developer,"Computer, Math"
511,58,82,52,95,92,61,75,Nature,Arts,Interior Designer,"Arts, Math"
512,84,90,99,65,72,79,65,Event Management,English,Digital Marketer,"English, Business Studies"
513,96,98,59,53,76,55,74,History,Science,Cybersecurity Analyst,"Computer, Math"
514,77,57,95,60,80,61,88,Leadership,English,Public Relations Manager,"English, Social Studies"
515,69,85,62,70,52,85,94,History,PE,Athlete,"PE, Biology"
516,55,55,74,55,90,66,76,Sports,Computer,Cybersecurity Analyst,"Computer, Math"
517,100,54,100,60,76,98,69,Finance,Math,Game Developer,"Computer, Math"
518,79,97,50,78,74,83,76,History,Science,Software Developer,"Computer, Math"
519,94,94,54,59,87,77,63,Writing,Math,Software Developer,"Computer, Math"
520,93,99,71,55,79,79,77,Coding,Science,Engineer,"Math, Computer, Science"
521,99,81,94,55,73,65,57,Coding,Math,Doctor,"Biology, Science"
522,55,66,59,82,52,78,72,Sports,Arts,Interior Designer,"Arts, Math"
523,79,100,62,96,86,63,83,History,Science,Software Developer,"Computer, Math"
524,50,56,72,68,69,69,87,Teaching,PE,Fitness Entrepreneur,"PE, Business Studies"
525,77,98,53,82,79,98,86,Event Management,Science,Blockchain Developer,"Computer, Math"
526,79,70,59,77,53,72,61,Healthcare,Math,Game Developer,"Computer, Math"
527,89,61,92,54,84,74,92,History,English,Content Creator,English
528,98,78,82,95,74,91,90,History,Math,Software Developer,"Computer, Math"
529,58,91,53,88,50,73,90,Robotics,Science,Scientist,"Math, Science"
530,92,63,68,85,54,56,52,Coding,Math,Engineer,"Math, Computer, Science"
531,72,51,89,63,52,79,70,Leadership,English,Public Relations Manager,"English, Social Studies"
532,72,51,60,64,89,82,57,Nature,Computer,Software Developer,"Computer, Math"
533,74,74,58,89,57,68,78,Writing,Arts,Fashion Designer,Arts
534,97,96,96,81,63,50,84,Event Management,Math,Software Developer,"Computer, Math"
535,79,74,65,81,56,79,64,Nature,Arts,Animator,"Arts, Computer"
536,99,68,71,98,57,68,70,Finance,Math,Software Developer,"Computer, Math"
537,64,71,75,85,65,71,64,Painting,Arts,Graphic Designer,"Arts, Computer"
538,75,68,51,51,67,54,68,Healthcare,Math,Game Developer,"Computer, Math"
539,87,64,93,95,82,55,80,Finance,Arts,Interior Designer,"Arts, Math"
540,84,89,51,75,75,50,95,Finance,PE,Sports Physiotherapist,"PE, Biology"
541,70,69,98,84,66,53,55,Robotics,English,Journalist,"English, Social Studies"
542,73,53,66,81,84,85,69,History,Social,Political Scientist,"History, Social Studies"
543,74,74,52,53,99,83,98,Healthcare,Computer,Software Developer,"Computer, Math"
544,70,50,79,79,51,100,71,Writing,Social,Counselor,"Social Studies, Biology"
545,84,74,58,57,55,70,91,Coding,PE,Fitness Entrepreneur,"PE, Business Studies"
546,61,75,67,97,93,65,90,Sports,Arts,Graphic Designer,"Arts, Computer"
547,54,69,88,84,97,66,81,Finance,Computer,Game Developer,"Computer, Math"
548,94,79,70,61,99,87,61,Robotics,Computer,Astronomer,"Math, Science"
549,53,90,53,83,58,50,78,Writing,Science,Blockchain Developer,"Computer, Math"
550,52,91,77,87,99,73,100,Coding,PE,Fitness Entrepreneur,"PE, Business Studies"
551,74,72,59,95,60,81,67,Nature,Arts,Animator,"Arts, Computer"
552,55,63,74,70,83,63,60,Teaching,Computer,Cybersecurity Analyst,"Computer, Math"
553,75,99,56,85,91,70,98,Coding,Science,Scientist,"Math, Science"
554,63,98,67,78,81,60,98,Healthcare,Science,Software Developer,"Computer, Math"
555,69,81,96,94,69,57,88,Finance,English,Digital Marketer,"English, Business Studies"
556,85,97,61,62,72,92,81,Robotics,Science,Astronomer,"Math, Science"
557,76,89,100,53,96,89,66,History,English,Journalist,"English, Social Studies"
558,99,69,69,59,94,89,51,Event Management,Math,Software Developer,"Computer, Math"
559,92,70,96,81,68,82,85,History,English,Journalist,"English, Social Studies"
560,80,62,56,89,63,99,92,Leadership,Social,Counselor,"Social Studies, Biology"
561,76,55,89,74,92,57,69,Teaching,Computer,Game Developer,"Computer, Math"
562,81,55,67,99,66,70,58,Finance,Arts,Graphic Designer,"Arts, Computer"
563,79,79,99,78,93,81,55,Nature,English,Digital Marketer,"English, Business Studies"
564,67,52,75,66,53,69,54,Healthcare,English,Digital Marketer,"English, Business Studies"
565,94,73,75,84,89,69,74,Writing,Math,Blockchain Developer,"Computer, Math"
566,77,74,88,55,95,86,65,Teaching,Computer,Cybersecurity Analyst,"Computer, Math"
567,67,93,50,66,75,81,67,Coding,Science,Astronomer,"Math, Science"
568,77,83,65,59,83,71,57,Healthcare,Science,Game Developer,"Computer, Math"
569,90,56,58,58,96,85,58,History,Computer,Game Developer,"Computer, Math"
570,50,54,89,80,70,100,56,Leadership,Social,Historian,"History, Social Studies"
571,81,72,64,65,89,84,95,History,PE,Athlete,"PE, Biology"
572,50,83,89,56,76,56,61,Nature,English,Public Relations Manager,"English, Social Studies"
573,99,69,51,99,60,70,78,Nature,Math,Game Developer,"Computer, Math"
574,70,63,66,57,76,60,98,Event Management,PE,Fitness Entrepreneur,"PE, Business Studies"
575,97,78,87,71,90,82,82,Finance,Math,Cybersecurity Analyst,"Computer, Math"
576,67,88,66,97,61,94,75,Sports,Arts,Animator,"Arts, Computer"
577,72,74,96,70,58,89,94,Event Management,English,Public Relations Manager,"English, Social Studies"
578,77,83,87,70,51,85,59,Healthcare,English,Journalist,"English, Social Studies"
579,60,69,80,73,63,56,90,Healthcare,PE,Sports Physiotherapist,"PE, Biology"
580,70,72,76,54,94,81,93,Healthcare,Computer,Software Developer,"Computer, Math"
581,59,58,69,62,97,89,75,Writing,Computer,Blockchain Developer,"Computer, Math"
582,61,57,63,75,72,67,62,Healthcare,Arts,Graphic Designer,"Arts, Computer"
583,57,87,72,90,77,96,72,Nature,Social,Sociologist,Social Studies
584,62,73,91,85,94,95,66,Leadership,Social,Historian,"History, Social Studies"
585,80,67,98,100,63,51,84,Teaching,Arts,Fashion Designer,Arts
586,82,96,87,86,79,66,74,Leadership,Science,Blockchain Developer,"Computer, Math"
587,100,73,84,73,80,91,77,Coding,Math,Engineer,"Math, Computer, Science"
588,85,99,57,77,68,71,97,Event Management,Science,Game Developer,"Computer, Math"
589,64,94,89,86,92,86,54,Teaching,Science,Game Developer,"Computer, Math"
590,53,86,76,62,83,57,88,Painting,PE,Coach,"PE, Biology"
591,78,65,56,66,65,64,50,Event Management,Math,Software Developer,"Computer, Math"
592,62,60,95,62,92,73,74,History,English,Digital Marketer,"English, Business Studies"
593,57,55,91,68,96,74,89,Sports,Computer,Software Developer,"Computer, Math"
594,68,85,89,95,67,98,72,Robotics,Social,Political Scientist,"History, Social Studies"
595,78,82,91,80,52,69,61,History,English,Digital Marketer,"English, Business Studies"
596,89,75,62,59,70,55,96,Painting,PE,Coach,"PE, Biology"
597,82,64,76,66,64,95,95,Healthcare,Social,Sociologist,Social Studies
598,63,58,71,90,74,83,100,Sports,PE,Fitness Entrepreneur,"PE, Business Studies"
